SRR8287990,WGS,200,33779011200,SAMN10524912,13993217601,UNIVERSITY OF CALIFORNIA IRVINE,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5102697,Illumina HiSeq 4000,BW_1,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,ILLUMINA,2019-10-01T00:00:00Z,Peromyscus maniculatus bairdii,SRP172773,PRJNA508550,Model organism or animal,male,bairdii,liver,Adult,,,,BW Stock,
SRR452788,WGS,449,238694517,SAMN00848614,588807664,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134989,454 GS FLX Titanium,4WG_PMAN.00_000pR,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452789,WGS,443,214739993,SAMN00848614,530845018,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134989,454 GS FLX Titanium,4WG_PMAN.00_000pR,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452790,WGS,466,232014761,SAMN00848614,569522986,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134984,454 GS FLX Titanium,4WG_PMAN.00_000pP,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452791,WGS,450,285995632,SAMN00848614,701041037,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134979,454 GS FLX Titanium,4WG_PMAN.00_000pN,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452792,WGS,452,264753289,SAMN00848614,654300900,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134979,454 GS FLX Titanium,4WG_PMAN.00_000pN,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452793,WGS,456,228975393,SAMN00848614,575923476,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134955,454 GS FLX Titanium,4WG_PMAN.00_000pQ,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452794,WGS,447,250578256,SAMN00848614,642325471,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134979,454 GS FLX Titanium,4WG_PMAN.00_000pN,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452795,WGS,454,223248651,SAMN00848614,541420493,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134960,454 GS FLX Titanium,4WG_PMAN.00_000pO,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452796,WGS,459,242350774,SAMN00848614,593368941,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134968,454 GS FLX Titanium,4WG_PMAN.00_000pN,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452797,WGS,438,271993372,SAMN00848614,688454447,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134955,454 GS FLX Titanium,4WG_PMAN.00_000pQ,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452798,WGS,438,247037167,SAMN00848614,628336837,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134955,454 GS FLX Titanium,4WG_PMAN.00_000pQ,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452799,WGS,447,311648048,SAMN00848614,773652002,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134978,454 GS FLX Titanium,4WG_PMAN.00_000pQ,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452800,WGS,448,294654674,SAMN00848614,732158071,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134978,454 GS FLX Titanium,4WG_PMAN.00_000pQ,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452801,WGS,439,297077645,SAMN00848614,747746044,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134955,454 GS FLX Titanium,4WG_PMAN.00_000pQ,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452802,WGS,441,261415238,SAMN00848614,660221856,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134955,454 GS FLX Titanium,4WG_PMAN.00_000pQ,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452803,WGS,448,300031459,SAMN00848614,742585772,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134960,454 GS FLX Titanium,4WG_PMAN.00_000pO,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452804,WGS,451,294969082,SAMN00848614,732654565,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134960,454 GS FLX Titanium,4WG_PMAN.00_000pO,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452805,WGS,448,261123864,SAMN00848614,647940858,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134979,454 GS FLX Titanium,4WG_PMAN.00_000pN,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452806,WGS,450,237845221,SAMN00848614,593223832,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134979,454 GS FLX Titanium,4WG_PMAN.00_000pN,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452807,WGS,400,249284763,SAMN00848614,645604223,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134965,454 GS FLX Titanium,4WG_PMAN.00_002pB,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452808,WGS,449,303524112,SAMN00848614,757457880,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134945,454 GS FLX Titanium,4WG_PMAN.00_000pP,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452809,WGS,451,297245109,SAMN00848614,746062289,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134945,454 GS FLX Titanium,4WG_PMAN.00_000pP,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452810,WGS,446,271290892,SAMN00848614,662873270,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134977,454 GS FLX Titanium,4WG_PMAN.00_000pM,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452811,WGS,440,256440001,SAMN00848614,639573255,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134977,454 GS FLX Titanium,4WG_PMAN.00_000pM,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452812,WGS,447,250598864,SAMN00848614,629989568,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134979,454 GS FLX Titanium,4WG_PMAN.00_000pN,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452813,WGS,447,287725498,SAMN00848614,716391222,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134979,454 GS FLX Titanium,4WG_PMAN.00_000pN,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452814,WGS,454,260438727,SAMN00848614,639991821,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134955,454 GS FLX Titanium,4WG_PMAN.00_000pQ,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452815,WGS,451,237476344,SAMN00848614,592975908,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134946,454 GS FLX Titanium,4WG_PMAN.00_000pO,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452816,WGS,459,306475108,SAMN00848614,748526349,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134984,454 GS FLX Titanium,4WG_PMAN.00_000pP,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452817,WGS,450,299864623,SAMN00848614,750408110,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134984,454 GS FLX Titanium,4WG_PMAN.00_000pP,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452818,WGS,436,279627673,SAMN00848614,712222878,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134977,454 GS FLX Titanium,4WG_PMAN.00_000pM,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452819,WGS,448,274991463,SAMN00848614,697694334,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134977,454 GS FLX Titanium,4WG_PMAN.00_000pM,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452820,WGS,436,310405659,SAMN00848614,788467130,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134971,454 GS FLX Titanium,4WG_PMAN.00_000pC,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452821,WGS,435,267986246,SAMN00848614,676616164,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134979,454 GS FLX Titanium,4WG_PMAN.00_000pN,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452822,WGS,440,282990859,SAMN00848614,725814892,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134977,454 GS FLX Titanium,4WG_PMAN.00_000pM,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452823,WGS,438,250754310,SAMN00848614,651145880,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134977,454 GS FLX Titanium,4WG_PMAN.00_000pM,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452824,WGS,444,290890483,SAMN00848614,744695350,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134946,454 GS FLX Titanium,4WG_PMAN.00_000pO,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452825,WGS,445,291334648,SAMN00848614,739205147,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134946,454 GS FLX Titanium,4WG_PMAN.00_000pO,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452826,WGS,457,294026831,SAMN00848614,731309587,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134988,454 GS FLX Titanium,4WG_PMAN.00_000pA,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452827,WGS,444,318367054,SAMN00848614,805155231,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134954,454 GS FLX Titanium,4WG_PMAN.00_000pF,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452828,WGS,443,310879791,SAMN00848614,783648719,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134954,454 GS FLX Titanium,4WG_PMAN.00_000pF,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452829,WGS,449,247900755,SAMN00848614,608560329,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134954,454 GS FLX Titanium,4WG_PMAN.00_000pF,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452830,WGS,458,248480910,SAMN00848614,612824051,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134954,454 GS FLX Titanium,4WG_PMAN.00_000pF,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452831,WGS,389,252164504,SAMN00848614,676015029,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134967,454 GS FLX Titanium,4WG_PMAN.00_002pB,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452832,WGS,388,246709359,SAMN00848614,665869715,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134967,454 GS FLX Titanium,4WG_PMAN.00_002pB,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452833,WGS,467,327979365,SAMN00848614,813466894,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134987,454 GS FLX Titanium,4WG_PMAN.00_000pD,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452834,WGS,465,310903521,SAMN00848614,779376970,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134987,454 GS FLX Titanium,4WG_PMAN.00_000pD,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452835,WGS,443,268175073,SAMN00848614,685066393,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134988,454 GS FLX Titanium,4WG_PMAN.00_000pA,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452836,WGS,389,237583813,SAMN00848614,640785695,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134967,454 GS FLX Titanium,4WG_PMAN.00_002pB,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452837,WGS,387,242845152,SAMN00848614,650294700,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134967,454 GS FLX Titanium,4WG_PMAN.00_002pB,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452838,WGS,443,329280560,SAMN00848614,846030794,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134984,454 GS FLX Titanium,4WG_PMAN.00_000pP,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452839,WGS,444,315146666,SAMN00848614,811089412,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134984,454 GS FLX Titanium,4WG_PMAN.00_000pP,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452840,WGS,437,310808154,SAMN00848614,770876914,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134954,454 GS FLX Titanium,4WG_PMAN.00_000pF,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452841,WGS,441,286068607,SAMN00848614,715296836,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134954,454 GS FLX Titanium,4WG_PMAN.00_000pF,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452842,WGS,450,337557645,SAMN00848614,851584125,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134955,454 GS FLX Titanium,4WG_PMAN.00_000pQ,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452843,WGS,448,335688604,SAMN00848614,849232758,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134955,454 GS FLX Titanium,4WG_PMAN.00_000pQ,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452844,WGS,443,338790252,SAMN00848614,864157426,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134955,454 GS FLX Titanium,4WG_PMAN.00_000pQ,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452845,WGS,424,286672674,SAMN00848614,730160731,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134951,454 GS FLX Titanium,4WG_PMAN.00_000pS,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452846,WGS,448,301625101,SAMN00848614,748587090,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134955,454 GS FLX Titanium,4WG_PMAN.00_000pQ,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452847,WGS,447,289754169,SAMN00848614,728768260,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134955,454 GS FLX Titanium,4WG_PMAN.00_000pQ,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452848,WGS,456,279546691,SAMN00848614,698516215,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134979,454 GS FLX Titanium,4WG_PMAN.00_000pN,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452849,WGS,454,260409643,SAMN00848614,654108026,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134979,454 GS FLX Titanium,4WG_PMAN.00_000pN,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452850,WGS,441,265659174,SAMN00848614,669636330,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134977,454 GS FLX Titanium,4WG_PMAN.00_000pM,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452851,WGS,441,256057664,SAMN00848614,652945989,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134977,454 GS FLX Titanium,4WG_PMAN.00_000pM,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452852,WGS,460,315845614,SAMN00848614,793815423,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134981,454 GS FLX Titanium,4WG_PMAN.00_000pT,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452853,WGS,410,247521968,SAMN00848614,648892065,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134956,454 GS FLX Titanium,4WG_PMAN.00_000pW,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452854,WGS,449,295259117,SAMN00848614,730121882,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134985,454 GS FLX Titanium,4WG_PMAN.00_000pV,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452855,WGS,450,282287897,SAMN00848614,720497423,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134984,454 GS FLX Titanium,4WG_PMAN.00_000pP,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452856,WGS,441,246275220,SAMN00848614,633706009,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134946,454 GS FLX Titanium,4WG_PMAN.00_000pO,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452857,WGS,440,300751782,SAMN00848614,746863817,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134984,454 GS FLX Titanium,4WG_PMAN.00_000pP,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452858,WGS,450,290435722,SAMN00848614,730030937,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134984,454 GS FLX Titanium,4WG_PMAN.00_000pP,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452859,WGS,405,232193092,SAMN00848614,594079804,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134956,454 GS FLX Titanium,4WG_PMAN.00_000pW,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
SRR452860,WGS,406,229874407,SAMN00848614,589296984,BCM,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX134956,454 GS FLX Titanium,4WG_PMAN.00_000pW,PAIRED,RANDOM,GENOMIC,Peromyscus maniculatus bairdii,LS454,2012-04-02T00:00:00Z,PMAN.00,SRP012023,PRJNA53563,,,,,,,,,,
