SRR1970797,WGS,PRJNA280802,SAMN03466619,UNIVERSITY OF POTSDAM,public,"fastq,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX992579,Illumina HiSeq 2000,LPA_placenta--SG,PAIRED,RANDOM,GENOMIC,Lynx pardinus,ILLUMINA,2016-04-10T00:00:00Z,LPA_placenta,SRP057047,,,,,,,,,,,,200,392390800,252808424,,,,,not collected,J.Fickel,Model organism or animal,NA,not collected,tissue (placenta)
ERR1653785,WGS,PRJEB15462,SAMEA4461177,ESTACION BIOLOGICA DE DONANA,public,"bam,sra","gs,ncbi,ena,s3","ena,s3.us-east-1,ncbi.public,gs.US",ERX1724101,Illumina HiSeq 2000,unspecified,SINGLE,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461177,ERP017222,EBD1404,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:45Z,public,ERS1360356,ERS1360356,Lynx pardinus whole mitogenome,63,181156,184164,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653786,WGS,PRJEB15462,SAMEA4461178,ESTACION BIOLOGICA DE DONANA,public,"bam,sra","s3,ncbi,ena,gs","gs.US,s3.us-east-1,ena,ncbi.public",ERX1724102,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461178,ERP017222,EBD14096,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:45Z,public,ERS1360357,ERS1360357,Lynx pardinus whole mitogenome,138,4321129,2451789,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653787,WGS,PRJEB15462,SAMEA4461179,ESTACION BIOLOGICA DE DONANA,public,"bam,sra","s3,ncbi,ena,gs","ena,s3.us-east-1,gs.US,ncbi.public",ERX1724103,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461179,ERP017222,EBD1732,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:45Z,public,ERS1360358,ERS1360358,Lynx pardinus whole mitogenome,157,5986,91250,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653788,WGS,PRJEB15462,SAMEA4461180,ESTACION BIOLOGICA DE DONANA,public,"sra,bam","s3,gs,ena,ncbi","gs.US,ena,s3.us-east-1,ncbi.public",ERX1724104,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461180,ERP017222,EBD1779,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:45Z,public,ERS1360359,ERS1360359,Lynx pardinus whole mitogenome,101,65617,127342,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653789,WGS,PRJEB15462,SAMEA4461181,ESTACION BIOLOGICA DE DONANA,public,"bam,sra","ena,ncbi,s3,gs","ena,s3.us-east-1,ncbi.public,gs.US",ERX1724105,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461181,ERP017222,EBD18063,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:45Z,public,ERS1360360,ERS1360360,Lynx pardinus whole mitogenome,104,115421,156771,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653790,WGS,PRJEB15462,SAMEA4461182,ESTACION BIOLOGICA DE DONANA,public,"bam,sra","ena,ncbi,gs,s3","gs.US,s3.us-east-1,ena,ncbi.public",ERX1724106,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461182,ERP017222,EBD4374,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:45Z,public,ERS1360361,ERS1360361,Lynx pardinus whole mitogenome,128,26688,103971,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653791,WGS,PRJEB15462,SAMEA4461183,ESTACION BIOLOGICA DE DONANA,public,"bam,sra","s3,gs,ncbi,ena","s3.us-east-1,ena,gs.US,ncbi.public",ERX1724107,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461183,ERP017222,EBD6973,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:45Z,public,ERS1360362,ERS1360362,Lynx pardinus whole mitogenome,134,743135,574947,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653792,WGS,PRJEB15462,SAMEA4461184,ESTACION BIOLOGICA DE DONANA,public,"sra,bam","gs,s3,ncbi,ena","ncbi.public,s3.us-east-1,ena,gs.US",ERX1724108,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461184,ERP017222,EBD6974,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:45Z,public,ERS1360363,ERS1360363,Lynx pardinus whole mitogenome,115,28261,104271,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653793,WGS,PRJEB15462,SAMEA4461185,ESTACION BIOLOGICA DE DONANA,public,"bam,sra","gs,ena,ncbi,s3","s3.us-east-1,ncbi.public,ena,gs.US",ERX1724109,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461185,ERP017222,EBD8367,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:45Z,public,ERS1360364,ERS1360364,Lynx pardinus whole mitogenome,100,63647,124493,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653794,WGS,PRJEB15462,SAMEA4461186,ESTACION BIOLOGICA DE DONANA,public,"sra,bam","ncbi,ena,gs,s3","ncbi.public,gs.US,ena,s3.us-east-1",ERX1724110,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461186,ERP017222,EBD8368,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:45Z,public,ERS1360365,ERS1360365,Lynx pardinus whole mitogenome,59,320881,199625,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653795,WGS,PRJEB15462,SAMEA4461187,ESTACION BIOLOGICA DE DONANA,public,"sra,bam","ncbi,ena,s3,gs","ena,ncbi.public,gs.US,s3.us-east-1",ERX1724111,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461187,ERP017222,EBD-LUCAS,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:45Z,public,ERS1360366,ERS1360366,Lynx pardinus whole mitogenome,58,616674,312506,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653796,WGS,PRJEB15462,SAMEA4461188,ESTACION BIOLOGICA DE DONANA,public,"sra,bam","gs,ena,s3,ncbi","s3.us-east-1,gs.US,ncbi.public,ena",ERX1724112,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461188,ERP017222,EBD-penyalajo,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:45Z,public,ERS1360367,ERS1360367,Lynx pardinus whole mitogenome,93,5866,91111,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653797,WGS,PRJEB15462,SAMEA4461189,ESTACION BIOLOGICA DE DONANA,public,"sra,bam","s3,gs,ncbi,ena","ena,gs.US,s3.us-east-1,ncbi.public",ERX1724113,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461189,ERP017222,EL-PELAMBRE-2006-HOYO-67-2006-29-HY67-F-3,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:45Z,public,ERS1360368,ERS1360368,Lynx pardinus whole mitogenome,76,164846,169819,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653798,WGS,PRJEB15462,SAMEA4461190,ESTACION BIOLOGICA DE DONANA,public,"sra,bam","ena,gs,ncbi,s3","ncbi.public,s3.us-east-1,ena,gs.US",ERX1724114,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461190,ERP017222,EP11,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:45Z,public,ERS1360369,ERS1360369,Lynx pardinus whole mitogenome,90,889803,408249,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653799,WGS,PRJEB15462,SAMEA4461191,ESTACION BIOLOGICA DE DONANA,public,"bam,sra","ena,s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public,ena",ERX1724115,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461191,ERP017222,EP12,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:45Z,public,ERS1360370,ERS1360370,Lynx pardinus whole mitogenome,105,5372,89866,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653800,WGS,PRJEB15462,SAMEA4461192,ESTACION BIOLOGICA DE DONANA,public,"bam,sra","gs,ena,ncbi,s3","ena,s3.us-east-1,ncbi.public,gs.US",ERX1724116,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461192,ERP017222,EP13,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:45Z,public,ERS1360371,ERS1360371,Lynx pardinus whole mitogenome,110,145317,170681,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653801,WGS,PRJEB15462,SAMEA4461193,ESTACION BIOLOGICA DE DONANA,public,"sra,bam","ncbi,ena,gs,s3","ncbi.public,ena,s3.us-east-1,gs.US",ERX1724117,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461193,ERP017222,EP14,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:45Z,public,ERS1360372,ERS1360372,Lynx pardinus whole mitogenome,147,113350,165593,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653802,WGS,PRJEB15462,SAMEA4461194,ESTACION BIOLOGICA DE DONANA,public,"bam,sra","gs,s3,ena,ncbi","ena,s3.us-east-1,ncbi.public,gs.US",ERX1724118,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461194,ERP017222,EP15,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:45Z,public,ERS1360373,ERS1360373,Lynx pardinus whole mitogenome,147,485320,415146,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653803,WGS,PRJEB15462,SAMEA4461195,ESTACION BIOLOGICA DE DONANA,public,"sra,bam","gs,s3,ena,ncbi","ncbi.public,ena,gs.US,s3.us-east-1",ERX1724119,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461195,ERP017222,EP16,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:45Z,public,ERS1360374,ERS1360374,Lynx pardinus whole mitogenome,147,345031,322151,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653804,WGS,PRJEB15462,SAMEA4461196,ESTACION BIOLOGICA DE DONANA,public,"sra,bam","gs,ena,ncbi,s3","gs.US,ena,s3.us-east-1,ncbi.public",ERX1724120,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461196,ERP017222,EP18,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:45Z,public,ERS1360375,ERS1360375,Lynx pardinus whole mitogenome,134,31571,106857,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653805,WGS,PRJEB15462,SAMEA4461197,ESTACION BIOLOGICA DE DONANA,public,"sra,bam","ena,s3,gs,ncbi","gs.US,ncbi.public,ena,s3.us-east-1",ERX1724121,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461197,ERP017222,EP19,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:45Z,public,ERS1360376,ERS1360376,Lynx pardinus whole mitogenome,138,26106,104490,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653806,WGS,PRJEB15462,SAMEA4461198,ESTACION BIOLOGICA DE DONANA,public,"bam,sra","s3,gs,ena,ncbi","gs.US,ncbi.public,ena,s3.us-east-1",ERX1724122,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461198,ERP017222,EP20,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:45Z,public,ERS1360377,ERS1360377,Lynx pardinus whole mitogenome,88,46762,114601,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653807,WGS,PRJEB15462,SAMEA4461199,ESTACION BIOLOGICA DE DONANA,public,"sra,bam","gs,ena,s3,ncbi","gs.US,ena,ncbi.public,s3.us-east-1",ERX1724123,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461199,ERP017222,EP21,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:45Z,public,ERS1360378,ERS1360378,Lynx pardinus whole mitogenome,129,159677,185343,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653809,WGS,PRJEB15462,SAMEA4461201,ESTACION BIOLOGICA DE DONANA,public,"bam,sra","s3,ena,gs,ncbi","ena,gs.US,ncbi.public,s3.us-east-1",ERX1724125,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461201,ERP017222,EP4,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:45Z,public,ERS1360380,ERS1360380,Lynx pardinus whole mitogenome,108,65751,129132,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653810,WGS,PRJEB15462,SAMEA4461202,ESTACION BIOLOGICA DE DONANA,public,"bam,sra","ncbi,ena,gs,s3","gs.US,ena,ncbi.public,s3.us-east-1",ERX1724126,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461202,ERP017222,EP6,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:45Z,public,ERS1360381,ERS1360381,Lynx pardinus whole mitogenome,115,163938,187656,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653811,WGS,PRJEB15462,SAMEA4461203,ESTACION BIOLOGICA DE DONANA,public,"sra,bam","ena,gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public,ena",ERX1724127,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461203,ERP017222,EX1,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:45Z,public,ERS1360382,ERS1360382,Lynx pardinus whole mitogenome,56,485619,263494,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653812,WGS,PRJEB15462,SAMEA4461204,ESTACION BIOLOGICA DE DONANA,public,"bam,sra","gs,ncbi,ena,s3","gs.US,s3.us-east-1,ncbi.public,ena",ERX1724128,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461204,ERP017222,EX2,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:45Z,public,ERS1360383,ERS1360383,Lynx pardinus whole mitogenome,128,97871,151187,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653813,WGS,PRJEB15462,SAMEA4461205,ESTACION BIOLOGICA DE DONANA,public,"sra,bam","gs,ncbi,s3,ena","gs.US,s3.us-east-1,ncbi.public,ena",ERX1724129,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461205,ERP017222,EX3,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:45Z,public,ERS1360384,ERS1360384,Lynx pardinus whole mitogenome,77,619061,317191,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653814,WGS,PRJEB15462,SAMEA4461206,ESTACION BIOLOGICA DE DONANA,public,"sra,bam","s3,gs,ncbi,ena","s3.us-east-1,ena,gs.US,ncbi.public",ERX1724130,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461206,ERP017222,EX4,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:45Z,public,ERS1360385,ERS1360385,Lynx pardinus whole mitogenome,52,254437,188881,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653815,WGS,PRJEB15462,SAMEA4461207,ESTACION BIOLOGICA DE DONANA,public,"bam,sra","ncbi,gs,ena,s3","ncbi.public,ena,s3.us-east-1,gs.US",ERX1724131,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461207,ERP017222,GA2,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:45Z,public,ERS1360386,ERS1360386,Lynx pardinus whole mitogenome,129,643505,508399,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653816,WGS,PRJEB15462,SAMEA4461208,ESTACION BIOLOGICA DE DONANA,public,"bam,sra","gs,s3,ncbi,ena","s3.us-east-1,gs.US,ena,ncbi.public",ERX1724132,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461208,ERP017222,GAI-97-NIVEL-I-Q64-N6,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:45Z,public,ERS1360387,ERS1360387,Lynx pardinus whole mitogenome,71,193597,187785,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653817,WGS,PRJEB15462,SAMEA4461209,ESTACION BIOLOGICA DE DONANA,public,"bam,sra","ncbi,ena,s3,gs","gs.US,s3.us-east-1,ncbi.public,ena",ERX1724133,Illumina HiSeq 2000,unspecified,SINGLE,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461209,ERP017222,GR1,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:45Z,public,ERS1360388,ERS1360388,Lynx pardinus whole mitogenome,59,316596,270203,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653818,WGS,PRJEB15462,SAMEA4461210,ESTACION BIOLOGICA DE DONANA,public,"sra,bam","ena,gs,ncbi,s3","ncbi.public,s3.us-east-1,ena,gs.US",ERX1724134,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461210,ERP017222,GR2,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:45Z,public,ERS1360389,ERS1360389,Lynx pardinus whole mitogenome,69,482967,280078,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653819,WGS,PRJEB15462,SAMEA4461211,ESTACION BIOLOGICA DE DONANA,public,"bam,sra","ena,ncbi,s3,gs","s3.us-east-1,gs.US,ena,ncbi.public",ERX1724135,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461211,ERP017222,lp138,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:45Z,public,ERS1360390,ERS1360390,Lynx pardinus whole mitogenome,144,36500,110246,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653820,WGS,PRJEB15462,SAMEA4461212,ESTACION BIOLOGICA DE DONANA,public,"bam,sra","ncbi,ena,s3,gs","gs.US,ncbi.public,ena,s3.us-east-1",ERX1724136,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461212,ERP017222,lp13,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:45Z,public,ERS1360391,ERS1360391,Lynx pardinus whole mitogenome,151,165486,195079,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653821,WGS,PRJEB15462,SAMEA4461213,ESTACION BIOLOGICA DE DONANA,public,"bam,sra","ena,gs,s3,ncbi","ena,ncbi.public,s3.us-east-1,gs.US",ERX1724137,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461213,ERP017222,lp140,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:45Z,public,ERS1360392,ERS1360392,Lynx pardinus whole mitogenome,157,258928,257906,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653822,WGS,PRJEB15462,SAMEA4461214,ESTACION BIOLOGICA DE DONANA,public,"sra,bam","ena,gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US,ena",ERX1724138,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461214,ERP017222,lp141,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:45Z,public,ERS1360393,ERS1360393,Lynx pardinus whole mitogenome,141,1071516,754761,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653823,WGS,PRJEB15462,SAMEA4461215,ESTACION BIOLOGICA DE DONANA,public,"sra,bam","gs,ncbi,ena,s3","s3.us-east-1,ncbi.public,gs.US,ena",ERX1724139,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461215,ERP017222,lp144,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:45Z,public,ERS1360394,ERS1360394,Lynx pardinus whole mitogenome,140,1579268,1067995,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653824,WGS,PRJEB15462,SAMEA4461216,ESTACION BIOLOGICA DE DONANA,public,"sra,bam","gs,ncbi,s3,ena","ncbi.public,ena,s3.us-east-1,gs.US",ERX1724140,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461216,ERP017222,lp149,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:45Z,public,ERS1360395,ERS1360395,Lynx pardinus whole mitogenome,146,1355863,962645,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653825,WGS,PRJEB15462,SAMEA4461217,ESTACION BIOLOGICA DE DONANA,public,"sra,bam","ena,s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public,ena",ERX1724141,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461217,ERP017222,lp150,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:45Z,public,ERS1360396,ERS1360396,Lynx pardinus whole mitogenome,153,706312,555079,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
ERR1653826,WGS,PRJEB15462,SAMEA4461218,ESTACION BIOLOGICA DE DONANA,public,"bam,sra","ncbi,gs,s3,ena","ena,s3.us-east-1,gs.US,ncbi.public",ERX1724142,Illumina HiSeq 2000,unspecified,PAIRED,Hybrid Selection,GENOMIC,Lynx pardinus,ILLUMINA,2018-12-02T00:00:00Z,SAMEA4461218,ERP017222,lp153,ERC000011,2018-11-29,2018-11-16,ESTACION BIOLOGICA DE DONANA,2018-11-29T17:03:06Z,2016-09-21T02:34:45Z,public,ERS1360397,ERS1360397,Lynx pardinus whole mitogenome,165,149146,188617,,ESTACION BIOLOGICA DE DONANA,,,,,,,,
